id,status,owner,nft_name
3jL7MwWQsnDdAsFgDqLveqbfbN9RuF9uvdvrqfztafzA,HODLED,8DaRo6XGAe9rZq4e8iSXpvSFMbg8MUkD1apEKw3oejut,
3JQGZf1FJKp3yibsd9ZwYaaMHKrMK8ppvfxasDZRZkeg,HODLED,1BWutmTvYPwDtmw9abTkS4Ssr8no61spGAvW1X6NDix,
3JSVCoqqbnsrHvopGNZvFukXJMvMn1QQ1X6tkRoHar6Q,HODLED,J3MzNcHLuEKcecFmzZ6vtANjJ3oAN2Ga3fyrK585Yjru,
3JWa6jaRqpSvBSMnth4FDNd79UcMVz9xphWSxgH91NmF,HODLED,1BWutmTvYPwDtmw9abTkS4Ssr8no61spGAvW1X6NDix,
3kJ2LyPMYZ1trsnenc3cfmjQMcRv4TweV8yqxWErQMHk,HODLED,6n7CRh9tzvDVKjtJLPjpzApM7p7HgZmsPdUpzzX5s9CW,
3KQyWWFf4KK1RSP2wiwoCiJCH7hgEa3oyHkvEYYtfcJh,HODLED,HgXevcHfkgPW7cmZABE57BpcdqaQwtuwGtJmNmYaTHF9,
3M3ZqR55JcjEUtAt6LGZZieKANHmcXQwRRZzpLAcChvm,HODLED,92PejedtuCgz6iL8smCmEE1fB91qfTZKjDHXwLzv2bar,
3mgPbJobSZ9Go9CjZ9bY9C5e2Win7dRSnxKRB3sVtBB5,HODLED,DRjCSeYc7GwsJhqMQJvTX4wPcbyMxq4uyKJUWtVRXC1a,
3mpLZsKoRsBq78u2TFzjTU5bhV7jhQ2nfYd9YU5UkQYy,BURNED,,
3MTDGYZV9wDjBLt3kzyGyNPWsfijo1kasKSHBfMY4PT5,HODLED,3sDSqnTdAUr9j7Nn2NZdbcvhL9GWB2DFPiTWRAi3dUdm,
3MvbkpZDPsQo6oZJWw4CeRZfdKAhyyv35vKbcKBzf4Kj,BURNED,,
3NcD25uFcu5LFAzuyWiaSRsPf8tJ5GiWdDGJ4qv3xVyt,HODLED,EurdJC4gSFPNDzJFDyP7Cy1qz5c8qxn3SHev1am5uEw2,
3NKFvFbX8Uh5GFSCHsVt35vPJ4NkMoSfDHNPizgoGaN1,HODLED,AQzr6dkRA4RZkyKEQ4uVGEAvZubSiYppwSFuN5nZkRAL,
3oVHYtEDtozPF9KZm9qGcFGhh6bA79FAHTQv9ZJjKeXo,HODLED,7tHjudSq7ZUL9rpQHNPvtXcPijs9fgJUoUxcQSYMX2ZE,
3paCcqbABWpMAD2xELbNHPS6rSpzDzFro627NmtQ57Bz,HODLED,4a1GSywrT2FAp4KBbg85wyPwsn6dSL3ZTKHMDw4RbsQV,
3qz3irCqtzb93Xz5uo8BngHJBVg9XRdM6PnnF9Cr5Jph,HODLED,8Usc28TFHcgwbbD3hSYuav4wLWZnTDfAq8kGnb4wHgr6,
3rTEM74t2KEyg32xbkh4KRyEs8QCVk9H4xaPDikhUnYU,HODLED,DBwA2hgSGY2FTCohwfDSMN4v446v5yrMK7i3ntHuJdZS,
3S8NA8Zyvm3YUdGQCou83amSxLMm2dZ8DLstJqEVaKbH,HODLED,B6tqrET4NzzovnQRJsbr8RDMC1NtWZr7V1KkdP8zs6ap,
3sbpHqaJ9586wJZWh5daqMi9MMks8u7tEV9ioPZg9aSr,HODLED,9Mpz67Se58qYXkQUr4wPcCNzmHZLFnb3NBoXSWHRvjc2,
3srBay5ouxvkRSrcLQc5uusgDC1foTw9mxe5RgjVvfZQ,HODLED,AMvAZ7Wr7KVxoXvu9oUhonStWpgbwoxinJRxW2ruDUfA,
3szvwU4xKcLYaRL4uZGCAZJjkeaPXsKKzdBEDMQ7Zwyf,HODLED,GLcm36ofWR3TMPtEqD7ocDjHuXzC6ft5vg5UgUWgveWn,
3tgEqELxc5MhnwKDBafEpKPk8hS1ssZvpkR5fyDyevT9,HODLED,FT2SqUAhS9oAEY9UwPbNPJbfAM2Z754jDBdv39wY4RAi,
3uweKG8yXEKVQH2bncYJpRhpKS4xN9GXM42zaGnHh7Nu,HODLED,DwFwz2fYKi5UJZvzahVxjURFpuk183UUsrZ3cAt1Bx4Q,
3vqbVsq4DuxtQrtdLLdKN7JeV4XBshM6HRStM4tJSD5Y,HODLED,7Q3PX3i4pYWkq4UadXie5jkdkdX6f2UKFxpbVZnzeMr2,
3vTAvDEnHNz7NGvQPuKyv6LBMrHkaFsqYt7o2vxMjiXk,HODLED,2LYM7ivNoM2mGz8kZU4dyLQBXEGRJaEkdhzScbuF6g2n,
3w4pz9AZ1EuKBicWjGLZFmqSQq1CZH5fHuBVw6tox5Bv,HODLED,4phGxsdgJQ9Sm6fZkizLQryVTi4LQysVCCbf1X1TkM5o,
3w7p55bByeywUswABR7xi4NbTFaKF6xBac4FBXdghs31,HODLED,6gpAqyCndCS8fttUcAAwojSvLSsXpNf2qt2JapP9XSip,
3wi9sN8rfD8GrVn9pXBSkxtPBK6L4BmjZfXQYRnQXvn9,HODLED,GBwhgAEYAW5Z8NAtbQMh79LenLLZptZGk1jiS3fEhhz7,
3wJHLhFjtWHGEy4dujkZdmAYqSdDopAs3msnEfTssAfd,HODLED,DwFwz2fYKi5UJZvzahVxjURFpuk183UUsrZ3cAt1Bx4Q,
3WmxuG1SFUbc6viwAn8wqfRZu8Gfj8Ba49L2Z8RZynUC,HODLED,3hn5fWZEf2yUZcwU2CV2Wkvk7YDiysM8xBwmesFg7sN1,
3xe4JUV34fhgaX7GkEnePoNg8QhcJXCPp6n6p11FCQyG,HODLED,A8gXWmRCAUp1bXNBMu5ijbYRWG9dgNg4JH2PnqoJfjCQ,
3xvFQWHRq6gLA8oTMYqcqD6GgRpibzSCj8WkUKL9KRJC,HODLED,8fdddL8sWGmXeFDpXYk3aCoF3xZbkA5gVg82Kzfa4Cxd,
3y5TkTC2vdRqYKoi6avU3QKEEZow341XcbkqAZ3yhyv1,HODLED,6dZpHvpDi1JzFdC8YySfdHHTh625rYUqoi5SmrZFPEQf,
3zJa2usxBDaCYzYpW6q81BW6gJkvCPYrnfkEHEJ45PE3,HODLED,72eRthVyt2JwQPGn3DV7Ly9Wy4v9in5kCjadLWuu9fKd,
3zKYRZbSJru1SGdq9zrcYvpi6LZEDzcFrodjCYJWTq6N,HODLED,4gvZaBcEhAiUqkJXaWSKbAJAMgjxoVb8JexpUSSFUh3d,
